customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,n_protection_services,n_streaming_services,auto_pay,tenure_group,churn_probability,risk_tier
9904-EHEVJ,Female,Yes,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,91.35,2896.55,0,1,1,No,25-48 months,0.5157146517035782,Medium
7028-DVOIQ,Male,Yes,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3395.8,1,1,2,No,25-48 months,0.6862731601487486,High
6169-PPETC,Male,No,Yes,Yes,35,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.5,759.35,0,0,0,Yes,25-48 months,0.009462632193487792,Low
4208-UFFGW,Male,Yes,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,85.15,1,0,0,No,0-12 months,0.3788958890871146,Medium
8584-KMVXD,Female,No,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.6,535.55,0,1,0,No,0-12 months,0.5173865313972829,Medium
8467-WYNSR,Male,No,No,No,22,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.1,1253.15,0,2,0,No,13-24 months,0.08653567061535541,Low
0851-DFJKB,Female,No,No,No,15,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,58.95,955.15,0,3,0,No,13-24 months,0.16327725003744697,Low
5382-SOYZL,Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,2162.6,0,0,2,No,13-24 months,0.68066903135402,High
9448-REEVD,Male,No,Yes,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,44.7,1,0,0,Yes,0-12 months,0.3449028918443746,Medium
3261-CQXOL,Female,No,Yes,Yes,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.45,1813.35,0,0,0,Yes,49-72 months,0.0023953161804848313,Low
8388-FYNPZ,Male,No,No,No,4,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.75,245.15,0,2,0,No,0-12 months,0.3150441385775195,Medium
4002-BQWPQ,Male,No,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),81.75,2028.8,0,4,1,Yes,25-48 months,0.1403325580556179,Low
5651-YLPRD,Female,No,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,2723.75,0,1,1,No,25-48 months,0.4110763888554626,Medium
2826-DXLQO,Male,Yes,Yes,No,7,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),29.8,220.45,0,1,0,Yes,0-12 months,0.37071171502907185,Medium
4378-BZYFP,Male,No,No,No,17,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.5,365.8,0,0,0,No,13-24 months,0.0675372260317938,Low
9489-UTFKA,Male,Yes,Yes,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),60.9,551.95,0,1,1,Yes,0-12 months,0.3199966546164912,Medium
4849-PYRLQ,Female,Yes,No,No,56,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),73.25,4054.2,0,3,1,Yes,49-72 months,0.015854405384155456,Low
9117-SHLZX,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,1,0,0,No,0-12 months,0.4299335831293828,Medium
9889-TMAHG,Male,Yes,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,832.35,1,2,2,Yes,0-12 months,0.4335954077256003,Medium
4541-RMRLG,Male,No,No,No,7,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.25,112.3,1,0,0,No,0-12 months,0.21257561645612372,Low
7764-BDPEE,Male,No,No,Yes,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.85,60.65,0,0,0,No,0-12 months,0.16758032443300963,Low
3429-IFLEM,Female,No,No,No,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),77.35,5550.1,0,4,1,Yes,49-72 months,0.005814336009027933,Low
3158-MOERK,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,174.8,1,0,2,No,0-12 months,0.8178239379454364,High
7294-TMAOP,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,90.55,1,0,2,No,0-12 months,0.7173080035361313,High
5002-GCQFH,Male,No,Yes,No,49,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),93.85,4733.1,0,2,1,Yes,49-72 months,0.2591845422029955,Low
0556-FJEGU,Male,No,No,No,58,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),70.1,4048.95,0,3,1,Yes,49-72 months,0.011141699831984852,Low
8919-FYFQZ,Male,Yes,Yes,No,44,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.35,1359.7,1,1,0,No,25-48 months,0.20885274434388473,Low
0604-THJFP,Female,No,Yes,Yes,59,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),75.95,4542.35,0,2,2,Yes,49-72 months,0.01890124286030858,Low
2834-JRTUA,Male,No,No,No,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,7532.15,1,3,2,No,49-72 months,0.07012731632199672,Low
5875-YPQFJ,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,1,0,0,No,0-12 months,0.7066514218059418,High
5879-SESNB,Female,No,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.25,888.65,0,0,0,No,0-12 months,0.5780660166869587,Medium
6646-QVXLR,Male,Yes,Yes,No,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,6383.35,1,2,2,No,49-72 months,0.3198589950952809,Medium
6461-PPAXN,Female,No,Yes,Yes,35,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95,1916.0,0,2,0,Yes,25-48 months,0.039469356292982746,Low
3318-ISQFQ,Female,No,No,No,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),19.5,413.0,0,0,0,Yes,13-24 months,0.1320397691295341,Low
1106-HRLKZ,Male,No,Yes,Yes,40,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.6,808.95,0,0,0,No,25-48 months,0.007425867431030594,Low
2483-XSSMZ,Female,No,No,No,39,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,47.85,1886.4,0,1,0,No,25-48 months,0.07013446070754652,Low
8603-IJWDN,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.6,86.6,1,0,1,No,0-12 months,0.7902496355733183,High
8165-ZJRNM,Female,No,Yes,Yes,72,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.75,1679.25,0,0,0,Yes,49-72 months,0.001837296255153726,Low
9369-XFEHK,Female,Yes,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,2656.5,1,1,0,Yes,25-48 months,0.4804121906851809,Medium
2604-XVDAM,Female,No,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),43.8,540.95,0,0,0,Yes,0-12 months,0.26940599622471006,Low
3717-OFRTN,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),19.75,19.75,0,0,0,Yes,0-12 months,0.20468667125822776,Low
9046-JBFWA,Male,No,No,Yes,27,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.15,537.35,0,0,0,No,25-48 months,0.05583804928755647,Low
3280-NMUVX,Male,No,Yes,Yes,34,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.6,678.8,0,0,0,Yes,25-48 months,0.015428241601299863,Low
1206-EHBDD,Female,No,Yes,No,56,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),80.3,4513.65,0,2,0,Yes,49-72 months,0.02848213814553634,Low
8361-LBRDI,Female,No,No,No,58,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),24.35,1423.85,0,0,0,Yes,49-72 months,0.00531286542124061,Low
4883-KCPZJ,Female,No,Yes,Yes,22,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.25,555.4,0,0,0,Yes,13-24 months,0.028211887421521805,Low
9108-EQPNQ,Female,No,Yes,Yes,10,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),26.1,225.55,0,0,0,Yes,0-12 months,0.04085293500918247,Low
7277-KAMWT,Male,No,No,No,13,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.0,268.45,0,0,0,Yes,13-24 months,0.029636857327452384,Low
3842-IYKUE,Female,No,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.3,2917.5,1,2,0,Yes,25-48 months,0.20950487097926238,Low
6641-XRPSU,Female,No,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.0,2416.1,1,0,0,Yes,25-48 months,0.303103437667637,Medium
1374-DMZUI,Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,424.45,1,0,2,No,0-12 months,0.8382219026797374,High
2545-LXYVJ,Male,No,Yes,No,72,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.7,1492.1,0,0,0,Yes,49-72 months,0.0013390498680223828,Low
3234-VKACU,Male,No,No,No,2,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,70.3,132.4,0,1,2,No,0-12 months,0.456565602095143,Medium
8357-EQXFO,Female,No,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,660.9,1,1,2,No,0-12 months,0.7337842939891142,High
1989-PRJHP,Male,Yes,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1893.95,1,0,0,No,25-48 months,0.6024663115387029,High
8120-JDCAM,Male,No,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.55,284.9,0,0,0,No,0-12 months,0.530888428212526,Medium
8917-FAEMR,Female,No,No,No,37,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.85,784.25,0,0,0,No,25-48 months,0.010938203332975165,Low
7047-YXDMZ,Male,No,No,No,21,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.0,417.7,0,0,0,No,13-24 months,0.06876479464507455,Low
2858-EIMXH,Female,Yes,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.85,5016.25,0,0,2,Yes,49-72 months,0.2744687689905546,Low
9524-EGPJC,Female,No,No,No,18,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.1,1612.75,1,1,1,No,13-24 months,0.5973348845446004,Medium
6993-OHLXR,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.95,119.75,1,0,0,No,0-12 months,0.6089525326527784,High
8818-XYFCQ,Male,No,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,3204.65,1,1,2,Yes,25-48 months,0.44312966448754587,Medium
6419-ZTTLE,Male,Yes,Yes,No,23,Yes,No,No,No,No,No,No,No,No,One year,Yes,Electronic check,20.75,485.2,0,0,0,No,13-24 months,0.11356186663568323,Low
0929-HYQEW,Male,No,No,No,3,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,160.85,0,1,0,No,0-12 months,0.3175541910856097,Medium
6614-YOLAC,Female,No,Yes,Yes,71,No,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Mailed check,58.65,4145.25,0,3,2,No,49-72 months,0.008353881492730664,Low
7426-RHZGU,Male,No,No,No,9,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.9,827.45,0,1,2,Yes,0-12 months,0.5857075676945045,Medium
4065-JJAVA,Female,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,49.5,49.5,0,1,0,No,0-12 months,0.3773903454407985,Medium
4695-VADHF,Male,No,Yes,Yes,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,990.85,1,1,1,No,13-24 months,0.2603590401077958,Low
3863-IUBJR,Male,No,Yes,Yes,12,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),53.65,696.35,1,0,1,Yes,0-12 months,0.16612757213049398,Low
7649-SIJJF,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,80.1,5585.4,0,4,1,No,49-72 months,0.0094125834826175,Low
9361-YNQWJ,Female,No,No,No,64,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),24.4,1601.2,0,0,0,Yes,49-72 months,0.011077910812679207,Low
3748-FVMZZ,Male,No,No,No,4,No,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.05,162.45,0,1,1,No,0-12 months,0.6113721586844677,High
9391-TTOYH,Female,No,No,No,23,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.5,470.2,0,0,0,No,13-24 months,0.0984293183509647,Low
1452-XRSJV,Female,No,Yes,Yes,39,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),51.05,2066.0,0,1,0,Yes,25-48 months,0.05163643090053381,Low
3422-WJOYD,Male,No,Yes,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.35,1426.45,0,2,0,No,25-48 months,0.03517086956165113,Low
8242-SOQUO,Female,Yes,No,No,5,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.7,392.5,0,1,1,No,0-12 months,0.7433894784753687,High
7460-ITWWP,Female,Yes,Yes,No,45,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,86.1,3861.45,0,1,1,No,25-48 months,0.48338769783062985,Medium
7147-AYBAA,Male,No,No,No,37,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.35,2552.9,0,0,0,No,25-48 months,0.3171589994058059,Medium
7868-TMWMZ,Female,Yes,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.0,6668.35,0,4,2,Yes,49-72 months,0.07127547815286643,Low
4822-RVYBB,Male,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,819.4,1,1,2,No,0-12 months,0.8154390919651693,High
6732-FZUGP,Female,No,No,No,47,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Credit card (automatic),94.9,4615.25,0,2,1,Yes,25-48 months,0.13091280673351965,Low
8436-BJUMM,Male,No,Yes,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,2070.6,1,0,1,No,25-48 months,0.567924387722053,Medium
4184-TJFAN,Female,Yes,Yes,Yes,3,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.3,273.75,1,2,1,No,0-12 months,0.4515987683832702,Medium
8329-GWVPJ,Female,No,Yes,Yes,50,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,3557.7,0,0,0,Yes,49-72 months,0.21981062963597142,Low
1352-VHKAJ,Male,No,Yes,Yes,27,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),71.6,1957.1,0,1,2,Yes,25-48 months,0.1833314499495913,Low
4145-UQXUQ,Female,Yes,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.1,729.95,1,1,2,No,0-12 months,0.7765716563911272,High
2632-TACXW,Female,No,Yes,No,62,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),23.65,1416.75,0,0,0,Yes,49-72 months,0.004160875354994892,Low
8146-QQKZH,Female,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),81.85,5924.4,0,3,2,Yes,49-72 months,0.010062792303269204,Low
1767-CJKBA,Male,No,No,No,66,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.1,1697.7,0,0,0,No,49-72 months,0.0032012198907114845,Low
6445-TNRXS,Male,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,0,4,2,Yes,49-72 months,0.056436420524078434,Low
4581-LNWUM,Female,No,No,No,13,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.15,649.4,0,1,2,No,13-24 months,0.5355486336850518,Medium
4869-EPIUS,Male,No,Yes,No,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,80.9,4557.5,0,0,1,No,49-72 months,0.20241611122754388,Low
9948-YPTDG,Male,No,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,3013.05,1,2,0,No,25-48 months,0.25406584421267425,Low
1236-WFCDV,Male,Yes,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,1266.1,1,0,2,Yes,13-24 months,0.5793297622052265,Medium
1915-OAKWD,Female,No,No,Yes,16,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),19.3,360.35,0,0,0,Yes,13-24 months,0.06719114958034483,Low
7296-PIXQY,Female,No,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,1046.5,0,0,0,No,13-24 months,0.4641047824266522,Medium
4883-QICIH,Male,No,Yes,Yes,32,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.9,1,0,0,Yes,25-48 months,0.32596494860902875,Medium
3354-OADJP,Female,No,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.25,447.75,0,2,0,Yes,0-12 months,0.08780186485363234,Low
3524-WQDSG,Female,No,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.3,4209.95,0,1,2,Yes,25-48 months,0.4529497292584326,Medium
0810-DHDBD,Female,No,No,No,52,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),74.0,3877.65,0,3,1,Yes,49-72 months,0.02923240598964506,Low
4026-SKKHW,Male,No,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.25,152.3,0,1,0,No,0-12 months,0.3298147403841869,Medium
2829-HYVZP,Male,No,No,No,29,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.8,572.2,0,0,0,No,25-48 months,0.03744501007473182,Low
8329-IBCTI,Female,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.65,19.65,1,0,0,No,0-12 months,0.19606149065129347,Low
1271-SJBGZ,Male,Yes,No,No,12,No,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.65,526.95,1,2,1,No,0-12 months,0.5079973710462543,Medium
3845-JHAMY,Female,No,Yes,Yes,16,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.5,552.7,0,0,1,Yes,13-24 months,0.407252841395374,Medium
7013-PSXHK,Female,No,No,No,40,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,80.75,3208.65,0,2,2,No,25-48 months,0.10912907246393878,Low
5669-SRAIP,Female,No,No,No,5,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,210.75,1,1,1,No,0-12 months,0.5958511622316737,Medium
5981-ITEMU,Male,No,Yes,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,1,0,2,Yes,25-48 months,0.527547365680972,Medium
3486-NPGST,Female,No,No,No,36,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.55,620.75,0,0,0,No,25-48 months,0.01960611935537276,Low
6941-PMGEP,Female,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.0,412.5,1,0,1,No,0-12 months,0.7222068531609173,High
1624-WOIWJ,Female,No,No,No,10,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.7,832.05,1,1,1,No,0-12 months,0.5066372546757083,Medium
2074-GKOWZ,Male,No,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,1,0,2,Yes,0-12 months,0.6964728163307221,High
0376-YMCJC,Male,No,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,1,1,1,No,13-24 months,0.5642774390440676,Medium
6100-FJZDG,Male,No,Yes,Yes,26,Yes,No,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),20.05,505.9,0,0,0,Yes,25-48 months,0.0385075083582914,Low
4829-ZLJTK,Female,Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,112.4,8046.85,0,3,2,No,49-72 months,0.11969056481173353,Low
1730-VFMWO,Female,No,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,0,1,0,Yes,25-48 months,0.08705331680612113,Low
7143-BQIBA,Male,No,No,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.25,612.95,0,2,1,Yes,0-12 months,0.17300179137347504,Low
3800-LYTRK,Female,No,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.7,795.15,0,2,0,No,13-24 months,0.07416599496599861,Low
0634-SZPQA,Female,No,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,1,1,1,Yes,13-24 months,0.4502643370743299,Medium
9646-NMHXE,Male,No,Yes,No,47,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,19.65,973.1,0,0,0,No,25-48 months,0.0069385725909605405,Low
7030-NJVDP,Male,No,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,2210.2,0,2,1,No,13-24 months,0.41524181004774474,Medium
5536-RTPWK,Male,No,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,1,1,2,Yes,49-72 months,0.4058660382448494,Medium
8883-GRDWQ,Male,Yes,No,No,20,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.0,1055.9,0,2,0,No,13-24 months,0.073285919278331,Low
6166-ILMNY,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,144.55,1,0,0,Yes,0-12 months,0.5335397027841594,Medium
3097-NNSPB,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.05,91.1,1,1,0,Yes,0-12 months,0.37267250622082027,Medium
7771-ZONAT,Male,No,No,No,22,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.85,0,2,2,Yes,13-24 months,0.09978281844497386,Low
0655-RBDUG,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,1,1,2,Yes,0-12 months,0.7486078224604246,High
2111-DWYHN,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,21.1,21.1,0,0,0,No,0-12 months,0.2012272735472353,Low
4194-WHFCB,Female,No,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,0,2,1,Yes,49-72 months,0.2180966009992946,Low
4121-AGSIN,Female,No,Yes,Yes,58,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),24.5,1497.9,0,0,0,Yes,49-72 months,0.012333120207091751,Low
4361-BKAXE,Female,No,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,1,4,2,Yes,25-48 months,0.3220164969131903,Medium
9845-PEEKO,Female,Yes,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),79.2,4590.35,0,1,0,Yes,49-72 months,0.06251669169108706,Low
0455-XFASS,Female,No,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,200.2,0,0,0,No,0-12 months,0.6729718979579625,High
0301-KOBTQ,Male,No,No,No,32,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.05,614.45,0,0,0,Yes,25-48 months,0.01963984768427991,Low
1751-NCDLI,Male,Yes,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,0,1,2,No,25-48 months,0.6023770241393982,High
4367-NUYAO,Male,No,Yes,Yes,0,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.75,0.0,0,0,0,No,0-12 months,0.06960740622390427,Low
9878-TNQGW,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,1,0,1,No,0-12 months,0.7394435405458739,High
